ID,Category,Recipe Name,Visual Ingredients,Output Filename,AI Image Prompt
m44,main,Lean Beef & Broccoli Rice Bowl,"seasoned ground beef, Broccoli Florets, brown rice, Oyster Sauce, Fresh Ginger, roasted garlic, Snap Peas, Mushrooms",recipes/m44.jpg,"Professional food photography of Lean Beef & Broccoli Rice Bowl. The dish contains only these ingredients: seasoned ground beef, Broccoli Florets, brown rice, Oyster Sauce, Fresh Ginger, roasted garlic. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m15,main,Lean Beef & Potato Roast,"Lean Beef Eye Of Round, Red Potatoes (Quartered), Baby Carrots, Yellow Onion",recipes/m15.jpg,"Professional food photography of Lean Beef & Potato Roast. The dish contains only these ingredients: Lean Beef Eye Of Round, Red Potatoes (Quartered), Baby Carrots, Yellow Onion. 45-degree close-up angle on a clean light wood surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m08,main,Lean Beef Hamburger Helper,"seasoned ground beef, Pasta (Elbow Or Short), cottage cheese, Président Light Mozzarella, Parmesan (Topping), Onion, roasted garlic, Baby Spinach, Mushrooms",recipes/m08.jpg,"Professional food photography of Lean Beef Hamburger Helper. The dish contains only these ingredients: seasoned ground beef, Pasta (Elbow Or Short), cottage cheese, Président Light Mozzarella, Parmesan (Topping), Onion. 45-degree close-up hero shot on a dark slate board, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m30,main,Lean Taco Salad,"seasoned ground beef, brown rice, Canned Black Beans, Canned Sweet Corn, Pico De Gallo / Fresh Salsa, Iceberg Lettuce, greek yogurt, Fat-Free Cheddar",recipes/m30.jpg,"Professional food photography of Lean Taco Salad. The dish contains only these ingredients: seasoned ground beef, brown rice, Canned Black Beans, Canned Sweet Corn, Pico De Gallo / Fresh Salsa, Iceberg Lettuce. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m33,main,Lean Turkey Mince Rice Bowl,"99/1 Turkey Mince, brown rice, Diced Tomatoes, Yellow Onion, roasted garlic, Zucchini / Courgette, Baby Spinach, Jalapeño (Optional, Sliced)",recipes/m33.jpg,"Professional food photography of Lean Turkey Mince Rice Bowl. The dish contains only these ingredients: 99/1 Turkey Mince, brown rice, Diced Tomatoes, Yellow Onion, roasted garlic, Zucchini / Courgette. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
v1,main,Lentil & Spinach Dahl,"Red Lentils, Frozen Spinach, Coconut Milk (Reduced), Crushed Tomatoes (400G Can), Large Onion, roasted garlic, Fresh Ginger (Grated, 2 Tbsp), greek yogurt",recipes/v1.jpg,"Professional food photography of Lentil & Spinach Dahl. The dish contains only these ingredients: Red Lentils, Frozen Spinach, Coconut Milk (Reduced), Crushed Tomatoes (400G Can), Large Onion, roasted garlic. 45-degree close-up angle on a clean light wood surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m01,main,Marry Me Chicken,"grilled chicken, brown rice, cottage cheese, greek yogurt, Parmesan, Spinach, Mushrooms, Frozen Peas, Carrots, Onion, roasted garlic",recipes/m01.jpg,"Professional food photography of Marry Me Chicken. The dish contains only these ingredients: grilled chicken, brown rice, cottage cheese, greek yogurt, Parmesan, Spinach. 45-degree close-up angle on a clean light wood surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m03,main,Marry Me Chicken — Pasta,"grilled chicken, Pasta (Any Shape), cottage cheese, greek yogurt, Parmesan, Spinach, Mushrooms, Frozen Peas, Carrots, Onion, roasted garlic",recipes/m03.jpg,"Professional food photography of Marry Me Chicken — Pasta. The dish contains only these ingredients: grilled chicken, Pasta (Any Shape), cottage cheese, greek yogurt, Parmesan, Spinach. 45-degree close-up angle in a white ceramic pasta bowl, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m23,main,Pepperoni Pizza Pasta,"seasoned ground beef, Lean Turkey Sausage, Low-Cal Pizza Sauce, 1/3 Less-Fat Cream Cheese, Mushrooms, Baby Spinach, Cherry Tomatoes",recipes/m23.jpg,"Professional food photography of Pepperoni Pizza Pasta. The dish contains only these ingredients: seasoned ground beef, Lean Turkey Sausage, Low-Cal Pizza Sauce, 1/3 Less-Fat Cream Cheese, Mushrooms, Baby Spinach. 45-degree close-up angle in a white ceramic pasta bowl, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m41,main,Pork Tenderloin & Jasmine Rice,"sliced pork tenderloin, brown rice, Green Beans, roasted garlic, lemon wedge, Asparagus (Trimmed), Cherry Tomatoes",recipes/m41.jpg,"Professional food photography of Pork Tenderloin & Jasmine Rice. The dish contains only these ingredients: sliced pork tenderloin, brown rice, Green Beans, roasted garlic, lemon wedge, Asparagus (Trimmed). Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m49,main,Prawn & Avocado Rice Bowl,"Raw King Prawns (Peeled), brown rice, Ripe Avocados, Mangoes (Ripe), lime wedge, roasted garlic, Red Chilli (Fresh), Fresh Cilantro",recipes/m49.jpg,"Professional food photography of Prawn & Avocado Rice Bowl. The dish contains only these ingredients: Raw King Prawns (Peeled), brown rice, Ripe Avocados, Mangoes (Ripe), lime wedge, roasted garlic. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m29,main,Ranch Beef Bowl,"seasoned ground beef, brown rice, Riced Cauliflower, Mixed Frozen Vegetables, greek yogurt, Fat-Free Mozzarella",recipes/m29.jpg,"Professional food photography of Ranch Beef Bowl. The dish contains only these ingredients: seasoned ground beef, brown rice, Riced Cauliflower, Mixed Frozen Vegetables, greek yogurt, Fat-Free Mozzarella. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
hol1,main,Rosemary Turkey & Cranberry Sweet Potato Bowl,"Turkey Breast, Sweet Potato, Broccoli Florets, greek yogurt, Sugar-Free Cranberry Sauce, Fresh Rosemary Sprigs, roasted garlic",recipes/hol1.jpg,"Professional food photography of Rosemary Turkey & Cranberry Sweet Potato Bowl. The dish contains only these ingredients: Turkey Breast, Sweet Potato, Broccoli Florets, greek yogurt, Sugar-Free Cranberry Sauce, Fresh Rosemary Sprigs. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m19,main,Salmon & Avocado Burrito,"Salmon Loin, Ripe Avocado (Half), Red Onion (Half, Sliced), Light Feta Cheese, Whole Wheat Wrap, greek yogurt, lemon wedge",recipes/m19.jpg,"Professional food photography of Salmon & Avocado Burrito. The dish contains only these ingredients: Salmon Loin, Ripe Avocado (Half), Red Onion (Half, Sliced), Light Feta Cheese, Whole Wheat Wrap, greek yogurt. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m34,main,Salmon & Quinoa with Asparagus,"salmon fillet, Quinoa, Asparagus Spears, roasted garlic, lemon wedge, Fresh Dill Or Parsley",recipes/m34.jpg,"Professional food photography of Salmon & Quinoa with Asparagus. The dish contains only these ingredients: salmon fillet, Quinoa, Asparagus Spears, roasted garlic, lemon wedge, Fresh Dill Or Parsley. 45-degree close-up angle on a clean light wood surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m48,main,Seared Tuna Steak & Quinoa Tabbouleh,"Yellowfin Tuna Steaks, Quinoa, Flat-Leaf Parsley (Large Bunch), Cucumbers, Cherry Tomatoes, Spring Onions (Bunch), lemon wedge",recipes/m48.jpg,"Professional food photography of Seared Tuna Steak & Quinoa Tabbouleh. The dish contains only these ingredients: Yellowfin Tuna Steaks, Quinoa, Flat-Leaf Parsley (Large Bunch), Cucumbers, Cherry Tomatoes, Spring Onions (Bunch). 45-degree close-up hero shot on a dark slate board, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m32,main,Sirloin Steak & Sweet Potato Salad,"Sirloin Steak (Raw, Trimmed), Sweet Potatoes (Whole), Cucumbers, Cherry Tomatoes, Red Onion, lemon wedge",recipes/m32.jpg,"Professional food photography of Sirloin Steak & Sweet Potato Salad. The dish contains only these ingredients: Sirloin Steak (Raw, Trimmed), Sweet Potatoes (Whole), Cucumbers, Cherry Tomatoes, Red Onion, lemon wedge. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m50,main,Slow-Cooked Pulled Chicken & Rice,"grilled chicken, brown rice, Sweet Potatoes, Tomato Passata, Yellow Onion, roasted garlic, Baby Spinach (Stir In Last 5 Min), Corn (Canned, Drained)",recipes/m50.jpg,"Professional food photography of Slow-Cooked Pulled Chicken & Rice. The dish contains only these ingredients: grilled chicken, brown rice, Sweet Potatoes, Tomato Passata, Yellow Onion, roasted garlic. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
hol5,main,Spiced Lamb & Lentil Rice (Mujadara-Style),"Lean Lamb Mince, brown rice, Green Lentils, Onion (Large), greek yogurt, roasted garlic",recipes/hol5.jpg,"Professional food photography of Spiced Lamb & Lentil Rice (Mujadara-Style). The dish contains only these ingredients: Lean Lamb Mince, brown rice, Green Lentils, Onion (Large), greek yogurt, roasted garlic. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m27,main,Sweet Potato Veggie Egg Bake,"Large Sweet Potato, Zucchini, Asparagus, Cherry Tomatoes, Large Eggs, Parmesan, cottage cheese",recipes/m27.jpg,"Professional food photography of Sweet Potato Veggie Egg Bake. The dish contains only these ingredients: Large Sweet Potato, Zucchini, Asparagus, Cherry Tomatoes, Large Eggs, Parmesan. Slight overhead angle in a rustic ceramic baking dish on a linen cloth, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m47,main,Teriyaki Chicken & Edamame Rice,"grilled chicken, brown rice, Frozen Edamame (Shelled), Broccoli Florets, Honey, Fresh Ginger, roasted garlic, Cornstarch, Snap Peas, Bok Choy",recipes/m47.jpg,"Professional food photography of Teriyaki Chicken & Edamame Rice. The dish contains only these ingredients: grilled chicken, brown rice, Frozen Edamame (Shelled), Broccoli Florets, Honey, Fresh Ginger. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
v2,main,Tofu & Edamame Teriyaki Bowl,"Extra-Firm Tofu (Pressed), Edamame (Frozen, Shelled), brown rice, Broccoli Florets, Teriyaki Sauce, roasted garlic, Sesame Seeds (Garnish)",recipes/v2.jpg,"Professional food photography of Tofu & Edamame Teriyaki Bowl. The dish contains only these ingredients: Extra-Firm Tofu (Pressed), Edamame (Frozen, Shelled), brown rice, Broccoli Florets, Teriyaki Sauce, roasted garlic. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m36,main,Tuna & Chickpea Power Bowl,"Cucumbers, Cherry Tomatoes, Red Onion, lemon wedge, Fresh Parsley",recipes/m36.jpg,"Professional food photography of Tuna & Chickpea Power Bowl. The dish contains only these ingredients: Cucumbers, Cherry Tomatoes, Red Onion, lemon wedge, Fresh Parsley. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
v9,main,\uD83C\uDF73 Egg & Veggie Protein Frittata,"Large Eggs, cottage cheese, Reduced-Fat Feta, Broccoli Florets, Red Capsicum, Baby Spinach, Cherry Tomatoes, roasted garlic",recipes/v9.jpg,"Professional food photography of \uD83C\uDF73 Egg & Veggie Protein Frittata. The dish contains only these ingredients: Large Eggs, cottage cheese, Reduced-Fat Feta, Broccoli Florets, Red Capsicum, Baby Spinach. Slight overhead angle in a rustic ceramic baking dish on a linen cloth, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
v6,main,\uD83C\uDF73 Shakshuka Protein Bowls,"Large Eggs, Crushed Tomatoes (400G Can), Large Onion, roasted garlic, Reduced-Fat Feta, Chili Flakes (Tsp), Fresh Spinach",recipes/v6.jpg,"Professional food photography of \uD83C\uDF73 Shakshuka Protein Bowls. The dish contains only these ingredients: Large Eggs, Crushed Tomatoes (400G Can), Large Onion, roasted garlic, Reduced-Fat Feta, Chili Flakes (Tsp). Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
v8,main,\uD83E\uDD6C Spinach & White Bean Pasta,"White Beans / Cannellini (400G Can), Baby Spinach, cottage cheese, Parmesan, roasted garlic, lemon wedge, Skimmed Milk, Chili Flakes (Tsp)",recipes/v8.jpg,"Professional food photography of \uD83E\uDD6C Spinach & White Bean Pasta. The dish contains only these ingredients: White Beans / Cannellini (400G Can), Baby Spinach, cottage cheese, Parmesan, roasted garlic, lemon wedge. 45-degree close-up angle in a white ceramic pasta bowl, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
v5,main,\uD83E\uDDC0 Paneer Tikka Masala Bowl,"Paneer, brown rice, Crushed Tomatoes (400G Can), greek yogurt, Large Onion, roasted garlic, Fresh Ginger, Baby Spinach, cottage cheese",recipes/v5.jpg,"Professional food photography of \uD83E\uDDC0 Paneer Tikka Masala Bowl. The dish contains only these ingredients: Paneer, brown rice, Crushed Tomatoes (400G Can), greek yogurt, Large Onion, roasted garlic. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
v7,main,\uD83E\uDEB4 Black Bean & Sweet Potato Burrito Bowls,"Black Beans (400G Can), Sweet Potato, brown rice, Canned Corn, Cherry Tomatoes, Red Onion, roasted garlic, Reduced-Fat Cheddar, lime wedge, greek yogurt",recipes/v7.jpg,"Professional food photography of \uD83E\uDEB4 Black Bean & Sweet Potato Burrito Bowls. The dish contains only these ingredients: Black Beans (400G Can), Sweet Potato, brown rice, Canned Corn, Cherry Tomatoes, Red Onion. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
m42,main,White Fish & Mango Salsa Rice,"Tilapia Fillets, brown rice, Mangoes (Ripe), Cucumbers, Red Onion, lime wedge, Fresh Cilantro, Jalapeño (Optional)",recipes/m42.jpg,"Professional food photography of White Fish & Mango Salsa Rice. The dish contains only these ingredients: Tilapia Fillets, brown rice, Mangoes (Ripe), Cucumbers, Red Onion, lime wedge. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf1,breakfast,Bacon & Hashbrown Bowl,"Large Eggs, Center-Cut Beef Bacon, Frozen Shredded Hashbrowns, Fat-Free Cheddar, Baby Spinach, Cherry Tomatoes",recipes/bf1.jpg,"Professional food photography of Bacon & Hashbrown Bowl. The dish contains only these ingredients: Large Eggs, Center-Cut Beef Bacon, Frozen Shredded Hashbrowns, Fat-Free Cheddar, Baby Spinach, Cherry Tomatoes. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf2,breakfast,Breakfast Bagel Sandwich,"ground turkey, Large Eggs, Everything Bagels, Baby Spinach, Tomato (Fresh, Sliced)",recipes/bf2.jpg,"Professional food photography of Breakfast Bagel Sandwich. The dish contains only these ingredients: ground turkey, Large Eggs, Everything Bagels, Baby Spinach, Tomato (Fresh, Sliced). 45-degree lifestyle shot on a bright white breakfast table, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf3,breakfast,Carrot Protein Pancakes,"Grated Carrot, greek yogurt, Large Egg",recipes/bf3.jpg,"Professional food photography of Carrot Protein Pancakes. The dish contains only these ingredients: Grated Carrot, greek yogurt, Large Egg. Overhead flat-lay on a bright white kitchen counter with a wooden spoon, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf4,breakfast,Cottage Cheese & Toast,"cottage cheese, Wholegrain Bread Slice, Cherry Tomatoes, Cucumber, Fresh Parsley",recipes/bf4.jpg,"Professional food photography of Cottage Cheese & Toast. The dish contains only these ingredients: cottage cheese, Wholegrain Bread Slice, Cherry Tomatoes, Cucumber, Fresh Parsley. 45-degree lifestyle shot on a bright white breakfast table, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf5,breakfast,"Egg, Beef & Cheese Breakfast Bowl","seasoned ground beef, Large Eggs, brown rice, Fat-Free Cheddar, Fat-Free Mozzarella, Baby Spinach, Cherry Tomatoes",recipes/bf5.jpg,"Professional food photography of Egg, Beef & Cheese Breakfast Bowl. The dish contains only these ingredients: seasoned ground beef, Large Eggs, brown rice, Fat-Free Cheddar, Fat-Free Mozzarella, Baby Spinach. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf6,breakfast,"Egg, Beef & Cheese Breakfast Burritos","seasoned ground beef, Large Eggs, Beef Bacon Slices, High-Fiber 12-Inch Tortilla Wraps, Baby Spinach",recipes/bf6.jpg,"Professional food photography of Egg, Beef & Cheese Breakfast Burritos. The dish contains only these ingredients: seasoned ground beef, Large Eggs, Beef Bacon Slices, High-Fiber 12-Inch Tortilla Wraps, Baby Spinach. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf8,breakfast,Greek Yogurt Protein Bowl,"greek yogurt, Mixed Seeds, Mixed Berries (Fresh Or Frozen)",recipes/bf8.jpg,"Professional food photography of Greek Yogurt Protein Bowl. The dish contains only these ingredients: greek yogurt, Mixed Seeds, Mixed Berries (Fresh Or Frozen). Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf9,breakfast,High-Protein Breakfast,"cottage cheese, Smoked Turkey, Whole Eggs, Baker Street White Bread (Slices), Cherry Tomatoes, Skimmed Milk, Double Espresso (With Milk Above)",recipes/bf9.jpg,"Professional food photography of High-Protein Breakfast. The dish contains only these ingredients: cottage cheese, Smoked Turkey, Whole Eggs, Baker Street White Bread (Slices), Cherry Tomatoes, Skimmed Milk. 45-degree lifestyle shot on a bright white breakfast table, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf10,breakfast,High-Protein Breakfast Oats,"Rolled Oats, Milk, greek yogurt, Blueberries, Banana (Sliced, Half), Peanut Butter",recipes/bf10.jpg,"Professional food photography of High-Protein Breakfast Oats. The dish contains only these ingredients: Rolled Oats, Milk, greek yogurt, Blueberries, Banana (Sliced, Half), Peanut Butter. Overhead flat-lay on a bright white kitchen counter with a wooden spoon, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf11,breakfast,Protein Smoothie Bowl,"greek yogurt, Frozen Mixed Berries, Unsweetened Almond Milk",recipes/bf11.jpg,"Professional food photography of Protein Smoothie Bowl. The dish contains only these ingredients: greek yogurt, Frozen Mixed Berries, Unsweetened Almond Milk. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf12,breakfast,Turkey Sausage Breakfast Bagel,"ground turkey, Large Eggs, Whole Grain Everything Bagels, Baby Spinach, Tomato (Fresh, Sliced)",recipes/bf12.jpg,"Professional food photography of Turkey Sausage Breakfast Bagel. The dish contains only these ingredients: ground turkey, Large Eggs, Whole Grain Everything Bagels, Baby Spinach, Tomato (Fresh, Sliced). 45-degree lifestyle shot on a bright white breakfast table, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf13,breakfast,\u{1FAD0} Blueberry Cinnamon Protein Oats,"Rolled Oats, Skimmed Milk, greek yogurt, Blueberries, Cinnamon",recipes/bf13.jpg,"Professional food photography of \u{1FAD0} Blueberry Cinnamon Protein Oats. The dish contains only these ingredients: Rolled Oats, Skimmed Milk, greek yogurt, Blueberries, Cinnamon. Overhead flat-lay on a bright white kitchen counter with a wooden spoon, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf14,breakfast,\u{1F34C} Banana Blueberry Protein Oats,"Rolled Oats, Skimmed Milk, greek yogurt, Banana (Half, Sliced), Blueberries, Cinnamon",recipes/bf14.jpg,"Professional food photography of \u{1F34C} Banana Blueberry Protein Oats. The dish contains only these ingredients: Rolled Oats, Skimmed Milk, greek yogurt, Banana (Half, Sliced), Blueberries, Cinnamon. Overhead flat-lay on a bright white kitchen counter with a wooden spoon, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
bf15,breakfast,\u{1F36B} Banana Dark Chocolate Lotus Protein Oats,"Rolled Oats, Skimmed Milk, greek yogurt, Banana (Half, Sliced), Godiva 72% Dark Chocolate, Melted, Cinnamon, Lotus Biscuit (Half, Crumbled)",recipes/bf15.jpg,"Professional food photography of \u{1F36B} Banana Dark Chocolate Lotus Protein Oats. The dish contains only these ingredients: Rolled Oats, Skimmed Milk, greek yogurt, Banana (Half, Sliced), Godiva 72% Dark Chocolate, Melted, Cinnamon. Overhead flat-lay on a bright white kitchen counter with a wooden spoon, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
d5,dessert,High-Protein Chocolate Banana Brownies,"Ripe Bananas, Mashed, Large Eggs, greek yogurt, Medjool Dates, Pitted, Milk Chocolate Chips",recipes/d5.jpg,"Professional food photography of High-Protein Chocolate Banana Brownies. The dish contains only these ingredients: Ripe Bananas, Mashed, Large Eggs, greek yogurt, Medjool Dates, Pitted, Milk Chocolate Chips. 45-degree close-up on parchment paper with scattered ingredients, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
ds2,dessert,Chocolate Protein Rice Cakes,"greek yogurt, Dark Chocolate Chips, Raw Honey",recipes/ds2.jpg,"Professional food photography of Chocolate Protein Rice Cakes. The dish contains only these ingredients: greek yogurt, Dark Chocolate Chips, Raw Honey. Overhead flat-lay shot on a clean white marble surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
pw2,preworkout,Banana & Oat Protein Smoothie,"Bananas (Ripe, Frozen), Rolled Oats, Unsweetened Almond Milk",recipes/pw2.jpg,"Professional food photography of Banana & Oat Protein Smoothie. The dish contains only these ingredients: Bananas (Ripe, Frozen), Rolled Oats, Unsweetened Almond Milk. Overhead flat-lay on a bright white kitchen counter with a wooden spoon, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
pw0,preworkout,Carb Bridge,"Kallo Rice Cakes, Jam (Any Flavour)",recipes/pw0.jpg,"Professional food photography of Carb Bridge. The dish contains only these ingredients: Kallo Rice Cakes, Jam (Any Flavour). Overhead flat-lay on a clean white gym-style surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
pw6,preworkout,Chocolate Milk & Banana,"Low-Fat Chocolate Milk, Bananas, Plain Rice Cakes",recipes/pw6.jpg,"Professional food photography of Chocolate Milk & Banana. The dish contains only these ingredients: Low-Fat Chocolate Milk, Bananas, Plain Rice Cakes. Overhead flat-lay on a clean white gym-style surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
pw4,preworkout,Egg White & Toast with Jam,"Wholegrain Bread (Loaf), Strawberry Jam (Low-Sugar)",recipes/pw4.jpg,"Professional food photography of Egg White & Toast with Jam. The dish contains only these ingredients: Wholegrain Bread (Loaf), Strawberry Jam (Low-Sugar). Overhead flat-lay on a clean white gym-style surface, natural soft window light from the left, shallow depth of field, freshly plated and garnished, vibrant appetising colours, food stylist finish, no extra ingredients not listed, square 1:1 format 800x800px, no text no watermarks"
